orthographe;classe;freqfilms;nblettres
parcourra;VER;0.02;9
parcourrai;VER;0.04;10
parcourraient;VER;0.01;13
parcourrais;VER;0.02;11
parcourrait;VER;0.01;11
parcourrez;VER;0;10
parcourrions;VER;0.1;12
parcourront;VER;0.01;11
parcours;VER;1.31;8
parcours;NOM;7.42;8
parcourt;VER;2.3;8
parcouru;VER;4.74;8
parcourue;VER;0.38;9
parcourues;VER;0.03;10
parcoururent;VER;0.02;12
parcourus;VER;0.2;9
parcourut;VER;0.15;9
parcourûmes;VER;0;11
parcs;NOM;1.84;5
pardessus;NOM;1.43;9
pardi;ONO;2.66;5
pardieu;ONO;0.54;7
pardingue;NOM;0;9
pardon;NOM;54.7;6
pardon;ONO;209.13;6
pardonna;VER;0.04;8
pardonnable;ADJ;0.03;11
pardonnaient;VER;0;12
pardonnais;VER;0.07;10
pardonnait;VER;0.33;10
pardonnant;VER;0.05;10
pardonne;VER;53.11;8
pardonnent;VER;1.09;10
pardonner;VER;21.72;9
pardonnera;VER;3.72;10
pardonnerai;VER;4.58;11
pardonneraient;VER;0.13;14
pardonnerais;VER;1.02;12
pardonnerait;VER;0.55;12
pardonneras;VER;1.45;11
pardonnerez;VER;0.66;11
pardonneriez;VER;0.04;12
pardonnerons;VER;0.02;12
pardonneront;VER;0.63;12
pardonnes;VER;4.41;9
pardonnez;VER;34.31;9
pardonniez;VER;0.16;10
pardonnions;VER;0.02;11
pardonnons;VER;1.02;10
pardonnât;VER;0;9
pardonnèrent;VER;0.02;12
pardonné;VER;8.31;8
pardonnée;VER;1.18;9
pardonnées;VER;0.02;10
pardonnés;VER;0.8;9
pardons;ADJ;0.06;7
pardons;NOM;0.92;7
pare;VER;1.64;4
pare-balle;ADJ;0.13;10
pare-balle;NOM;0.01;10
pare-balles;ADJ;1.92;11
pare-balles;NOM;0.19;11
pare-boue;NOM;0.04;9
pare-brise;NOM;4.08;10
pare-brises;NOM;0.04;11
pare-chocs;NOM;1.85;10
pare-feu;NOM;0.24;8
pare-feux;NOM;0.05;9
pare-soleil;NOM;0.26;11
pare-éclats;NOM;0;11
pare-étincelles;NOM;0;15
pareil;ADJ;95.18;6
pareil;ADV;6.63;6
pareil;NOM;4.9;6
pareille;ADJ;21.01;8
pareille;NOM;3;8
pareillement;ADV;1.57;12
pareilles;ADJ;6.97;9
pareilles;NOM;1.18;9
pareils;ADJ;10.29;7
pareils;NOM;3.84;7
parement;NOM;0.03;8
parements;NOM;0;9
parenchyme;NOM;0.01;10
parent;VER;0.17;6
parent;ADJ;2.36;6
parent;NOM;10.03;6
parentage;NOM;0;9
parental;ADJ;0.5;8
parentale;ADJ;0.72;9
parentales;ADJ;0.1;10
parentaux;ADJ;0.32;9
parente;ADJ;0.29;7
parente;NOM;1.12;7
parentes;ADJ;0.06;8
parentes;NOM;0.2;8
parenthèse;NOM;1;10
parenthèses;NOM;0.8;11
parents;ADJ;7.66;7
parents;NOM;177.04;7
parentèle;NOM;0.11;9
parentèles;NOM;0;10
parenté;NOM;1.42;7
parentés;NOM;0;8
parer;VER;0.69;5
parerai;VER;0;7
parerait;VER;0;8
paressaient;VER;0;11
paressais;VER;0.02;9
paressait;VER;0;9
paressant;VER;0.01;9
paresse;NOM;2.54;7
paresse;VER;0.02;7
paresser;VER;0.25;8
paresses;NOM;0.1;8
paresseuse;ADJ;2.08;10
paresseuse;NOM;0.48;10
paresseusement;ADV;0.01;14
paresseuses;ADJ;0.2;11
paresseuses;NOM;0.01;11
paresseux;ADJ;3.19;9
paresseux;NOM;2.5;9
paressions;VER;0.1;10
paressé;VER;0.02;7
paresthésie;NOM;0.05;11
pareur;NOM;0.01;6
parez;VER;1.44;5
parfaire;VER;0.58;8
parfais;VER;0.09;7
parfaisais;VER;0;10
parfaisait;VER;0;10
parfait;VER;45.92;7
parfait;ADJ;35.58;7
parfait;NOM;2.4;7
parfaite;VER;10.03;8
parfaite;ADJ;19.32;8
parfaite;NOM;2.22;8
parfaitement;ADV;45.48;12
parfaites;VER;1.42;9
parfaites;ADJ;1.52;9
parfaites;NOM;0.18;9
parfaits;VER;2.02;8
parfaits;ADJ;2.36;8
parfaits;NOM;0.56;8
parferont;VER;0;9
parfit;VER;0;6
parfois;ADV;152.86;7
parfum;NOM;24.44;6
parfuma;VER;0;7
parfumaient;VER;0;11
parfumait;VER;0.01;9
parfume;VER;0.14;7
parfument;VER;0.06;9
parfumer;VER;0.27;8
parfumera;VER;0;9
parfumerie;NOM;0.47;10
parfumeries;NOM;0;11
parfumeur;NOM;0.12;9
parfumeurs;NOM;0;10
parfumeuse;NOM;0.01;10
parfumez;VER;0.11;8
parfums;NOM;5.55;7
parfumé;VER;0.23;7
parfumé;ADJ;0.64;7
parfumée;VER;0.8;8
parfumée;ADJ;1.12;8
parfumées;VER;0.21;9
parfumées;ADJ;0.23;9
parfumés;VER;0.06;8
parfumés;ADJ;0.25;8
pari;NOM;13.93;4
paria;NOM;0.82;5
paria;VER;0.03;5
pariade;NOM;0.01;7
pariaient;VER;0.15;9
pariais;VER;0.25;7
pariait;VER;0.48;7
pariant;VER;0.52;7
parias;NOM;0.29;6
parie;VER;52.59;5
parient;VER;0.33;7
parier;VER;9.93;6
parierai;VER;0.51;8
parierais;VER;1.81;9
parierait;VER;0.02;9
parieriez;VER;0.05;9
paries;VER;3.61;6
parieur;NOM;0.39;7
parieurs;NOM;0.41;8
parieuse;NOM;0.01;8
pariez;VER;1.69;6
parigot;ADJ;0.27;7
parigot;NOM;0;7
parigote;ADJ;0;8
parigote;NOM;0;8
parigotes;ADJ;0;9
parigotes;NOM;0;9
parigots;ADJ;0.14;8
parigots;NOM;0;8
parions;VER;0.38;7
paris;NOM;12.68;5
paris-brest;NOM;0.19;11
parisien;ADJ;0.94;8
parisien;NOM;0.29;8
parisienne;ADJ;1.11;10
parisienne;NOM;0.55;10
parisiennes;ADJ;0.16;11
parisiennes;NOM;0;11
parisiens;ADJ;0.52;9
parisiens;NOM;1.36;9
paritaire;ADJ;0;9
parité;NOM;0.31;6
parié;VER;9.61;5
pariétal;ADJ;0.2;8
pariétale;ADJ;0.04;9
pariétaux;ADJ;0.02;9
parjurant;VER;0;9
parjure;NOM;1.16;7
parjure;VER;0.29;7
parjurer;VER;0.14;8
parjurera;VER;0.01;9
parjures;NOM;0.19;8
parjures;VER;0.1;8
parjuré;VER;0.21;7
parjurée;VER;0.03;8
parka;NOM;0.28;5
parking;NOM;17.38;7
parkings;NOM;0.84;8
parkinson;NOM;0.03;9
parkinsonien;ADJ;0.04;12
parkinsonienne;ADJ;0;14
parkinsoniens;ADJ;0.03;13
parla;VER;2.71;5
parlai;VER;0.59;6
parlaient;VER;5.94;9
parlais;VER;32.98;7
parlait;VER;44.37;7
parlant;ADJ;4.03;7
parlant;NOM;0.27;7
parlant;VER;15.7;7
parlante;ADJ;1.01;8
parlante;NOM;0.01;8
parlantes;ADJ;0.46;9
parlants;ADJ;0.12;8
parlas;VER;0.01;6
parlassent;VER;0;10
parlasses;VER;0;9
parle;VER;451.68;5
parlement;NOM;4.71;9
parlementaire;ADJ;0.72;13
parlementaire;NOM;0.12;13
parlementaires;ADJ;0.05;14
parlementaires;NOM;0.16;14
parlementait;VER;0;12
parlementant;VER;0;12
parlementarisme;NOM;0;15
parlementariste;ADJ;0;15
parlemente;VER;0.15;10
parlementent;VER;0.01;12
parlementer;VER;0.61;11
parlementons;VER;0.01;12
parlements;NOM;0;10
parlementèrent;VER;0;14
parlementé;VER;0.04;10
parlent;VER;32.08;7
parler;ADJ;0.01;6
parler;NOM;11.58;6
parler;VER;728.02;6
parlera;VER;23.7;7
parlerai;VER;22.47;8
parleraient;VER;0.14;11
parlerais;VER;3.96;9
parlerait;VER;3.17;9
parleras;VER;3.89;8
parlerez;VER;2.71;8
parlerie;NOM;0;8
parleriez;VER;0.5;9
parlerions;VER;0.26;10
parlerons;VER;6.53;9
parleront;VER;1.75;9
parlers;NOM;0;7
parles;VER;152.2;6
parleur;NOM;1.2;7
parleurs;NOM;0.16;8
parleuse;NOM;0;8
parlez;VER;120.79;6
parliez;VER;10.93;7
parlions;VER;6.69;8
parloir;NOM;2.64;7
parloirs;NOM;0;8
parlons;VER;46.28;7
parlophone;NOM;0;10
parlotaient;VER;0;11
parlote;NOM;0.24;7
parloter;VER;0;8
parlotes;NOM;0.03;8
parlotte;NOM;0.16;8
parlottes;NOM;0.04;9
parlâmes;VER;0.02;8
parlât;VER;0.1;6
parlèrent;VER;0.08;9
parlé;VER;248.94;5
parlé;ADJ;2.76;5
parlée;VER;0.39;6
parlée;ADJ;0.01;6
parlées;VER;0.3;7
parlées;ADJ;0.01;7
parlés;VER;0.65;6
parlés;ADJ;0.03;6
parme;ADJ;0.01;5
parmentier;NOM;0.04;10
parmentures;NOM;0;11
parmesan;ADJ;0.17;8
parmesan;NOM;0.66;8
parmesane;ADJ;0.01;9
parmesans;NOM;0;9
parmi;PRE;69.17;5
parmélies;NOM;0;9
parménidien;ADJ;0;11
parnassienne;ADJ;0;12
parodiai;VER;0;8
parodiait;VER;0;9
parodiant;VER;0.04;9
parodie;NOM;1.09;7
parodie;VER;0.17;7
parodier;VER;0.01;8
parodies;NOM;0.05;8
parodique;ADJ;0.05;9
parodiquement;ADV;0;13
parodiques;ADJ;0.01;10
parodontal;ADJ;0.01;10
parodontale;ADJ;0.01;11
paroi;NOM;3.01;5
paroir;NOM;0;6
paroirs;NOM;0;7
parois;NOM;1.87;6
paroisse;NOM;5.42;8
paroisses;NOM;0.33;9
paroissial;ADJ;0.24;10
paroissiale;ADJ;0.38;11
paroissiales;ADJ;0;12
paroissiaux;ADJ;0.04;11
paroissien;NOM;0.1;10
paroissienne;NOM;0.02;12
paroissiennes;NOM;0.04;13
paroissiens;NOM;0.94;11
parole;NOM;71.07;6
paroles;NOM;32.41;7
paroli;NOM;0;6
parolier;NOM;0.06;8
parolière;NOM;0.01;9
paronomasie;NOM;0;11
paros;NOM;0.27;5
parotidienne;ADJ;0.01;12
parousie;NOM;0;8
paroxysme;NOM;0.27;9
paroxysmes;NOM;0;10
paroxysmique;ADJ;0.01;12
paroxysmiques;ADJ;0;13
paroxystique;ADJ;0.01;12
paroxystiques;ADJ;0;13
parpaillot;NOM;0;10
parpaillote;NOM;0;11
parpaillotes;NOM;0;12
parpaing;NOM;0.22;8
parpaings;NOM;0.42;9
parquait;VER;0;8
parque;NOM;0.03;6
parque;VER;0.06;6
parquent;VER;0.14;8
parquer;VER;0.09;7
parquet;NOM;4.12;7
parquetage;NOM;0;10
parqueteur;NOM;0;10
parqueteuse;NOM;0;11
parquets;NOM;0.32;8
parqueté;VER;0;8
parquetée;VER;0;9
parquetées;VER;0;10
parquez;VER;0.02;7
parqué;VER;0.05;6
parquée;VER;0;7
parquée;ADJ;0.01;7
parquées;VER;0.02;8
parqués;VER;0.02;7
parqués;ADJ;0;7
parr;NOM;0.12;4
parrain;NOM;9.76;7
parrainage;NOM;0.11;10
parrainait;VER;0.04;10
parrainant;VER;0.01;10
parraine;VER;0.24;8
parrainent;VER;0.01;10
parrainer;VER;0.26;9
parrainerai;VER;0.01;11
parraineuse;NOM;0;11
parrains;NOM;0.61;8
parrainé;VER;0.33;8
parrainée;VER;0.03;9
parrainés;VER;0.03;9
parricide;ADJ;0.01;9
parricide;NOM;0.56;9
parricides;ADJ;0;10
pars;NOM;15.78;4
pars;VER;109.45;4
parsec;NOM;0.01;6
parsecs;NOM;0.25;7
parsemaient;VER;0;11
parsemant;VER;0.01;9
parsemer;VER;0.01;8
parsemé;VER;0.1;7
parsemé;ADJ;0.01;7
parsemée;VER;0.19;8
parsemée;ADJ;0;8
parsemées;VER;0;9
parsemées;ADJ;0;9
parsemés;VER;0.01;8
parsi;ADJ;0.27;5
parsi;NOM;0.02;5
parsis;NOM;0;6
parsème;VER;0;7
parsèment;VER;0.03;9
part;NOM;299.31;4
part;VER;67.76;4
part time;NOM;0;9
partage;NOM;3.71;7
partage;VER;16.43;7
partagea;VER;0.03;8
partageable;ADJ;0.01;11
partageai;VER;0;9
partageaient;VER;0.61;12
partageais;VER;0.8;10
partageait;VER;1.74;10
partageant;ADJ;0.01;10
partageant;VER;0.57;10
partagent;VER;3.44;9
partageons;VER;3.48;10
partager;VER;34.05;8
partagera;VER;1.42;9
partagerai;VER;0.66;10
partageraient;VER;0.15;13
partagerais;VER;0.61;11
partagerait;VER;0.33;11
partageras;VER;0.29;10
partagerez;VER;0.42;10
partageriez;VER;0.09;11
partagerions;VER;0.04;12
partagerons;VER;0.69;11
partageront;VER;0.11;11
partages;NOM;0.03;8
partages;VER;1.63;8
partageur;ADJ;0.02;9
partageurs;ADJ;0;10
partageuse;ADJ;0.01;10
partageux;NOM;0;9
partagez;VER;2.54;8
partageâmes;VER;0.02;11
partageât;VER;0;9
partagiez;VER;0.21;9
partagions;VER;0.8;10
partagèrent;VER;0.12;11
partagé;VER;5.73;7
partagé;ADJ;1.67;7
partagée;VER;1.01;8
partagée;ADJ;0.26;8
partagées;VER;0.21;9
partagées;ADJ;0.04;9
partagés;VER;0.85;8
partagés;ADJ;0.04;8
partaient;VER;1.58;9
partais;VER;6.69;7
partait;VER;8.52;7
partance;NOM;0.77;8
partant;ADJ;3.08;7
partant;NOM;0.11;7
partant;VER;6.9;7
partante;ADJ;1.25;8
partantes;ADJ;0.19;9
partants;ADJ;0.55;8
partants;NOM;0.3;8
parte;VER;22.87;5
partenaire;NOM;22.22;10
partenaire-robot;NOM;0.01;16
partenaires;NOM;6.33;11
partenariat;NOM;1.47;11
partent;VER;14.19;7
parterre;NOM;2.31;8
parterres;NOM;0.45;9
partes;VER;7.5;6
partez;VER;73.82;6
parthe;ADJ;0;6
parthes;ADJ;0;7
parthique;ADJ;0;9
parthénogenèse;NOM;0.04;14
parthénogénèse;NOM;0;14
parthénogénétique;ADJ;0.15;17
parti;ADJ;11.06;5
parti;NOM;41.75;5
parti;VER;162.93;5
partial;ADJ;0.2;7
partiale;ADJ;0.3;8
partiales;ADJ;0;9
partialité;NOM;0.25;10
partiaux;ADJ;0.01;8
participa;VER;0.34;9
participai;VER;0.1;10
participaient;VER;0.21;13
participais;VER;0.18;11
participait;VER;0.3;11
participant;ADJ;0.08;11
participant;NOM;0.18;11
participant;VER;0.38;11
participante;ADJ;0.04;12
participante;NOM;0.04;12
participantes;ADJ;0.02;13
participantes;NOM;0.04;13
participants;ADJ;0.19;12
participants;NOM;1.23;12
participation;NOM;3.11;13
participations;NOM;0.05;14
participative;ADJ;0.02;13
participe;NOM;0.44;9
participe;VER;3.29;9
participent;VER;1.47;11
participer;VER;16.02;10
participera;VER;0.49;11
participerai;VER;0.38;12
participeraient;VER;0.03;15
participerais;VER;0.09;13
participerait;VER;0.14;13
participeras;VER;0.16;12
participerez;VER;0.09;12
participerons;VER;0.34;13
participeront;VER;0.13;13
participes;NOM;0.14;10
participes;VER;0.67;10
participez;VER;1.25;10
participiez;VER;0.23;11
participions;VER;0.1;12
participons;VER;0.24;11
participât;VER;0;10
participèrent;VER;0.01;13
participé;VER;6.94;9
participés;VER;0.01;10
particularisme;NOM;0;14
particularismes;NOM;0;15
particularisées;VER;0;15
particularité;NOM;0.82;13
particularités;NOM;0.34;14
particule;NOM;0.66;9
particules;NOM;2.8;10
particulier;ADJ;13.88;11
particulier;NOM;12.63;11
particuliers;ADJ;3.07;12
particuliers;NOM;0.49;12
particulière;ADJ;6.63;12
particulière;NOM;0.13;12
particulièrement;ADV;14.78;16
particulières;ADJ;1.33;13
particulières;NOM;0;13
partie;NOM;177.81;6
partie;VER;80.41;6
partiel;ADJ;1.19;7
partiel;NOM;0.19;7
partielle;ADJ;1.67;9
partielle;NOM;0.1;9
partiellement;ADV;1.03;13
partielles;ADJ;0.41;10
partielles;NOM;0.06;10
partiels;ADJ;0.06;8
partiels;NOM;0.81;8
parties;NOM;13.39;7
parties;VER;5.56;7
partiez;VER;5.93;7
partions;VER;2.24;8
partir;VER;388.25;6
partira;VER;12.15;7
partirai;VER;11.98;8
partiraient;VER;0.61;11
partirais;VER;3.12;9
partirait;VER;2.37;9
partiras;VER;4.25;8
partirent;VER;1.11;9
partirez;VER;3.31;8
partiriez;VER;0.27;9
partirions;VER;0.34;10
partirons;VER;4.76;9
partiront;VER;1.84;9
partis;ADJ;3.96;6
partis;NOM;4.84;6
partis;VER;46.29;6
partisan;ADJ;0.84;8
partisan;NOM;1.04;8
partisane;ADJ;0.2;9
partisane;NOM;0.01;9
partisanes;ADJ;0.1;10
partisans;ADJ;0.2;9
partisans;NOM;3.7;9
partisse;VER;0;8
partissent;VER;0;10
partit;VER;4.17;6
partita;NOM;0;7
partitas;NOM;0;8
partitif;ADJ;0;8
partition;NOM;2.88;9
partitions;NOM;0.61;10
partner;NOM;0.26;7
partons;VER;50.52;7
partouse;NOM;0.11;8
partouser;VER;0.01;9
partout;ADV;141.94;7
partouzait;VER;0;10
partouzarde;ADJ;0;11
partouzardes;ADJ;0;12
partouzards;ADJ;0;11
partouzards;NOM;0.01;11
partouze;NOM;1.95;8
partouzent;VER;0.14;10
partouzer;VER;0.04;9
partouzes;NOM;0.38;9
partouzeur;NOM;0;10
partouzeurs;NOM;0;11
parts;NOM;6.58;5
parturiente;NOM;0;11
parturientes;NOM;0;12
parturition;NOM;0.01;11
parturitions;NOM;0;12
party;NOM;1.54;5
partîmes;VER;0.26;8
partît;VER;0;6
paru;VER;5.92;4
parue;VER;0.36;5
parure;NOM;0.48;6
parurent;VER;0.11;8
parures;NOM;0.52;7
parus;VER;0.23;5
parussent;VER;0;9
parut;VER;1.48;5
parution;NOM;0.36;8
parvenaient;VER;0.04;11
parvenais;VER;0.3;9
parvenait;VER;0.48;9
parvenant;VER;0.04;9
parvenez;VER;0.48;8
parveniez;VER;0.07;9
parvenions;VER;0.03;10
parvenir;VER;6.45;8
parvenons;VER;0.52;9
parvenu;VER;2.63;7
parvenu;ADJ;0.46;7
parvenu;NOM;0.56;7
parvenue;VER;0.98;8
parvenue;ADJ;0.04;8
parvenue;NOM;0.04;8
parvenues;VER;0.29;9
parvenues;ADJ;0;9
parvenues;NOM;0.14;9
parvenus;VER;0.81;8
parvenus;ADJ;0.08;8
parvenus;NOM;0.07;8
parviendra;VER;0.8;10
parviendrai;VER;0.41;11
parviendraient;VER;0;14
parviendrais;VER;0.01;12
parviendrait;VER;0.27;12
parviendras;VER;0.12;11
parviendrez;VER;0.34;11
parviendrions;VER;0;13
parviendrons;VER;0.33;12
parviendront;VER;0.24;12
parvienne;VER;0.62;9
parviennent;VER;0.98;11
parviens;VER;1.71;8
parvient;VER;2.52;8
parvinrent;VER;0.04;10
parvins;VER;0.24;7
parvinssent;VER;0;11
parvint;VER;0.98;7
parvis;NOM;0.19;6
parvînmes;VER;0;9
parvînt;VER;0.01;7
parâtre;NOM;0.02;7
paré;VER;3.62;4
paré;ADJ;0.94;4
parée;VER;1.21;5
parée;ADJ;0.26;5
parées;VER;0.19;6
parées;ADJ;0.11;6
parégorique;ADJ;0.04;11
paréo;NOM;0.01;5
paréos;NOM;0;6
parés;VER;2.31;5
parés;ADJ;0.81;5
parésie;NOM;0.01;7
parût;VER;0;5
pas;ADV;18188.15;3
pas;NOM;127.06;3
pas-de-porte;NOM;0;12
pas-je;ADV;0.01;6
pascal;ADJ;0.23;6
pascal;NOM;0;6
pascale;ADJ;0.56;7
pascales;ADJ;0;8
pascalien;ADJ;0;9
pascaliennes;ADJ;0;12
pascaliens;ADJ;0;10
paseo;NOM;0;5
pasionaria;NOM;0.02;10
pasionarias;NOM;0.1;11
paso;NOM;0.23;4
paso doble;NOM;0.69;10
paso-doble;NOM;0;10
pasos;NOM;0;5
pasque;ADV;0.03;6
pasque;CON;0.05;6
pasquins;NOM;0;8
passa;VER;3.79;5
passable;ADJ;0.34;8
passablement;ADV;0.51;12
passables;ADJ;0.02;9
passade;NOM;0.72;7
passades;NOM;0.1;8
passage;NOM;40.2;7
passager;ADJ;2.46;8
passager;NOM;3.75;8
passagers;ADJ;0.69;9
passagers;NOM;14.23;9
passages;NOM;4.53;8
passagère;ADJ;1.69;9
passagère;NOM;1.24;9
passagèrement;ADV;0;13
passagères;ADJ;0.25;10
passagères;NOM;0.18;10
passai;VER;0.25;6
passaient;VER;3.44;9
passais;VER;13.12;7
passait;VER;28.5;7
passant;ADJ;0.4;7
passant;NOM;0.67;7
passant;VER;10.91;7
passante;ADJ;0.12;8
passante;NOM;0.27;8
passantes;ADJ;0.01;9
passantes;NOM;0.01;9
passants;ADJ;0.02;8
passants;NOM;1.82;8
passas;VER;0;6
passation;NOM;0.29;9
passavant;NOM;0.44;9
passe;NOM;44.87;5
passe;VER;523.58;5
passe-boule;NOM;0;11
passe-boules;NOM;0;12
passe-crassane;NOM;0;14
passe-droit;NOM;0.08;11
passe-droits;NOM;0.17;12
passe-la-moi;NOM;0.35;12
passe-lacet;NOM;0;11
